DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Golden Coffee,901 Sutter St,Golden Coffee Shop,rBwyayyqFMD8chqenrRxag,$,4,480,Breakfast & Brunch,FALSE,901 Sutter St
Reinas Restaurant,5479 Mission St,Reinas Restaurant,YqYNt-kyPz9ljjeBDYSsPg,$,3.5,132,Salvadoran,FALSE,5479 Mission St
Taqueria Reina's,5300 Mission St,Reinas Restaurant,YqYNt-kyPz9ljjeBDYSsPg,$,3.5,132,Salvadoran,FALSE,5479 Mission St
Jade Cafe,18 Geary Blvd,Jade Cafe,#NAME?,$,3,288,Chinese,FALSE,1688 Bryant St
Mikado Sushi Restaurant,1684 Bryant St,Mikado Sushi,HyK-xSMvML7-ksp4_7fpUA,$$,3,374,Japanese,FALSE,1684 Bryant St
Caffe Puccini,411 Columbus Ave,Sant Ambroeus West Village,wq43ljNSuSMG81qKHE7YpQ,$$$,3.5,243,Italian,FALSE,259 W 4th St
Rose Pistola,532 Columbus Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
College Market,995 Ellis St,College Market,KjyMNpNb7wBeszJLQF5-RA,$$,4,24,Grocery,FALSE,995 Ellis St
977 Bistro,977 Ellis St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Etc Enterprise Intl (U.s.a),770 C Sacramento St,Alamo Rent A Car,1PPQ_bwH1sXv6dmCgCcAcg,No record in Yelp,3.5,410,Car Rental,FALSE,780 N McDonnell Rd
Chinese Svc Ctr Of No America,770 C Sacramento St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
China Us Council Promotion Tra,770 C Sacramento St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Int'l Svc Ctr Of No America,770 C Sacramento St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Oriental Gourmet,774 Sacramento St C,South Villa Restaurant,jU2R57cxuSzIu3IUtNRSxQ,$$,3.5,154,Chinese,FALSE,7223 55th St
Asia-American Restaurant Assn,754 Sacramento St,Yee's Restaurant,__hyW0T_P6Ajlau8xsQW9A,$,3.5,313,Barbeque,FALSE,1131 Grant Ave
American Tour Services,754 Sacramento St,Foodie Adventures,N7NEP8qnIZMR9joVlwTUvA,No record in Yelp,5,367,Food Tours,FALSE,150 Sutter St
Muffins Muffins,123 Second St,Stagecoach Coffee,H_bnqtgoNy_UPqheRdJDvQ,$,4,59,Coffee & Tea,FALSE,90 State St
Hot Dog Bills #1,599 Skyline Blvd,Hall Of Flame Burgers,S0OVpWde3SlzzrygVQXdoQ,$$,4,532,Burgers,FALSE,73 Cambon Dr
Ming's Fong Lam Restaurant,2878 24th St,Dumpling Time,VPXezwmTETrwitrzj9BZPA,$$,4,1765,Dim Sum,FALSE,11 Division St
Golden Island Cafe,1300 Noriega St,Golden Island Cafe,RmSm5ps0zgYer9xxApBVrQ,$,3.5,841,Desserts,FALSE,1300 Noriega St
Cento 330 Ritch Street,372 Ritch St,Little Skillet,SdI0uCelI4ihCwGyMLv03A,$$,3.5,1987,Soul Food,FALSE,360 Ritch St
Wok Shop Cafe,1307 Sutter St,Wok Shop Cafe,KIK0Frk34Bi99FbNxQNMmQ,$,4,594,Chinese,FALSE,1307 Sutter St
Lawrence Bakery Cafe,2290 Mission St,Lawrence Bakery Cafe,LQ_Wx3meZKdG086NsK_bRA,$,4.5,9,Bakeries,TRUE,2290 Mission St
Vikings Giant Submarines,1300 Ocean Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
India Clay Oven Restaurant/bar,2436 Clement St,India Clay Oven,800bnSbI4mdJsix1Ulp08g,$$,3.5,690,Indian,FALSE,2436 Clement St
Clement Street Bar & Grill,708 Clement St,Heritage Restaurant & Bar,J9UxQxX91mgYF7c2HqRAsA,$$,4,192,American (New),FALSE,708 Clement St
L'osteria Del Forno,519 Columbus Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Volume Services Inc,1 Sbc Park,Breathable Inc.,oEMFHlW8C2ogdBOh2ztd2A,No record in Yelp,5,389,Air Duct Cleaning,FALSE,"San Francisco, CA 94102"
Volume Services America,1 Monster Park,TheTvHangman,AUmnqUj4F2hgJFKaJbT32w,No record in Yelp,5,90,Home Theatre Installation,FALSE,"Riverside, CA 92506"
Centerplate,600 Jamestown Ave,Centerplate Concession Stand,6_RsovRIWPH3kXoPkgZQ5A,No record in Yelp,1,1,Restaurants,TRUE,49ERS Stadium
Centerplate,865 Market St C-251,Centerplate Concession Stand,6_RsovRIWPH3kXoPkgZQ5A,No record in Yelp,1,1,Restaurants,TRUE,49ERS Stadium
Jardiniere Restaurant,300 Grove St,Jardiniere,inVsc1turxk_OpM9E2Q1Rw,$$$$,4,1652,French,TRUE,300 Grove St
Brannan St Cafe,274 Brannan St,Crossroads Cafe,t_89aTecX2_eFBUto_dCPw,$,4,981,Coffee & Tea,FALSE,699 Delancey St
Coffee Cabin,899 Hyde St,Crostini & Java,SZs2L7N1tNSsFEdbdEvcdw,$$,5,147,Coffee & Tea,FALSE,899 Hyde St
Good Luck Market & Deli,621 Kearny St,Molinari Delicatessen,FmGF1B-Rpsjq1f5b56qMwg,$$,4.5,1102,Delis,FALSE,373 Columbus Ave
Chakratron,63 Palm Ave 4,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
House Of Chen,335 Noe St,MaMa Ji's,agq8VUqVQ_Y3dZh6-IjeIg,$$,4,740,Dim Sum,FALSE,4416 18th St
The Cake House,5169 Mission St,The Cake House,kDsLT0xa35As5e3H9KyZ5w,$$,4.5,19,Custom Cakes,TRUE,5169 Mission St
El Beach Burrito,3914 Judah St,El Beach Burrito,DDHAkjcXk7sl-Rda9u8XDA,$,2.5,267,Mexican,TRUE,3914 Judah St
New Moon Restaurant,1247 Stockton St,New Moon,22hz8_Oby4n38vJ4h8ENBA,$,3.5,47,Dim Sum,FALSE,1247 Stockton St
E & O Trading Company,314 Sutter St,E&O Kitchen and Bar,if7l8HVMz7kmW0tG9l2LQA,$$,4,1043,Asian Fusion,FALSE,314 Sutter St
E & O Asian Kitchen,314 Sutter St,E&O Kitchen and Bar,if7l8HVMz7kmW0tG9l2LQA,$$,4,1043,Asian Fusion,FALSE,314 Sutter St
Hoy Sun Restaurant,2520 San Bruno Ave,Dim Sum Kitchen,6HvY8EnovnQEsEWNEE9UBw,$$,3,41,Dim Sum,FALSE,2520 San Bruno Ave
Sushi Zone And Deli,1815 Market St 5,Sushi Zone,M175LTlKPJjAWREIUPyMGg,$$,4,1037,Sushi Bars,FALSE,1815 Market St
Lefty O'doul's,333 Geary St,Lefty O'Doul's,JZVgYUVoltWoMrcKsu9sRg,$$,3,169,Buffets,FALSE,145 Jefferson St
Johns Catering,30 Pueblo St,John's Catering,RWyfOuXzUavQfJpjC4TEEw,$,5,1,Food Stands,TRUE,2238 Geary Blvd
Original Mccarthys,2327 Mission St,Cha Cha Cha,QH8WwAYdr3NrH2QwHiPjog,$$,3.5,1948,Bars,FALSE,2327 Mission St
2191 Mission St Apts,2191 Mission St,Mission Bay by Windsor,NHscZlpFHSoZ8zeUWyTh-w,No record in Yelp,4.5,28,Apartments,FALSE,360 Berry St
Park Chow,1240 9th Ave,Nopalito,bBa6-Hhe56m1RH-12IOXMw,$$,4,1315,Mexican,FALSE,1224 9th Ave
Zodiac Club,718 14th St,Longbranch,oG6ZjZFGHBoDe2srn_tqiQ,$$,4,397,American (New),FALSE,2512 San Pablo Ave
The Residence,718 14th St,The Residents,iMBlCjAAoCX3wNNd1ss7pg,No record in Yelp,5,1,Interior Design,FALSE,595 Pacific Ave
Crepe Express,1476 Haight St,Crepes On Cole,UyA7m3aI7SB0hWdMzlwGWQ,$$,3.5,681,Creperies,FALSE,100 Carl St
Pad Thai Restaurant,3259 Mission St,Pad Thai Cuisine,p2AAHaoCDnGhsyLCG4GlBg,$$,3.5,372,Thai,FALSE,500 Lawrence Expy
Bazaar Cafe,5927 California St,Bazaar Cafe,aB_jimByFRPpde3LC13ucw,$,4,308,Coffee & Tea,FALSE,5927 California St
Forbes Island Corp,Pier 39,Forbes Mill Steakhouse,0RClvA7MGds6ZyuIVv1-bQ,$$$,4,1285,Steakhouses,FALSE,206 N Santa Cruz Ave
Chitterlings Express,235 Eddy St,Hard Knox Cafe,8pZevgVXucZStPwUYPfAkQ,$$,4,2143,Soul Food,FALSE,2526 3rd St
Claude Laws,235 Eddy St,Leiva Law Firm,vlwH7PaipqtiJYiatufRJw,No record in Yelp,5,108,Immigration Law,FALSE,350 Townsend St
Nan King Road Bistro,1360 9th Ave,Nan King Road Bistro,4De0iMwSPF2aJ_QGTye4TQ,$$,4,600,Chinese,TRUE,1360 9th Ave
Go Getters Pizza,69 Gough St,Baiano Pizzeria,DAiqwrmv19Uv-I1bOoAJCQ,$,4,204,Pizza,FALSE,100 Gough St
Go Getters Deli,100 Gough St,Ma’velous Coffee & Little Griddle,GNlmRz_DIkNT1PsLhR2zSw,$$,4,67,American (Traditional),FALSE,1408 Market St
Don Agapito's,100 Gough St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tlaloc Sabor Mexicano,525 Commercial St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mrs T's Cafe,809 Montgomery St,Marybill's Cafe & Elbow Room,Ni9MHD8SM975ZqXKd0bjhQ,$,4.5,347,American (Traditional),FALSE,801 Elm St
El Valenciano Restaurant Llc,1153 Valencia St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Alfred's Steakhouse,659 Merchant St,Alfred's Steakhouse,#NAME?,$$$,3.5,676,Steakhouses,TRUE,659 Merchant St
Sanppo Restaurant,1702 Post St,Sanppo Restaurant,wAPk6QJV6NtXxNQgSd1dkA,$$,3,374,Japanese,FALSE,1702 Post St
Hoang-Dat Coffee Shop,930 Geary St,Tu Kim Coffee Shop,3RHodpDW0vl6dEU9PuFFOQ,$,4,13,Restaurants,FALSE,609 Ellis St
Fagan Print Media,1325 Indiana St 206,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Delicious Dim Sum,752 Jackson St,Delicious Dim Sum,Fo5Wscbb9rwcLuaO-sc2zQ,$,4,947,Dim Sum,FALSE,752 Jackson St
Thai Stick,698 Post St,Thai Stick,8JRsLynNnAZ-698Z2d20UA,$$,3,615,Thai,FALSE,301 El Camino Real
2001 Thai Stick,2001 Fillmore St,Sweet Lime Thai Cuisine,Ldq4XfNsXM-ciulyDUlMmw,$$,4,473,Thai,FALSE,2100 Sutter St
Thai Stick 4.0,925 O'farrell St,Lers Ros,WFgRFq_KxIs2fkYo1iD6Tg,$$,4,2195,Thai,FALSE,730 Larkin St
All Season Sushi,524 Castro St,Wasabi Bistro,bm7sU0_SNY0k2ZX65YqTsA,$$,4,453,Sushi Bars,FALSE,524 Castro St
All Season Restaurant,91 Drumm St,Harborview Restaurant & Bar,bvdEOVmFuWUV0sAALc_-zw,No record in Yelp,4,301,Cantonese,FALSE,4 Embarcadero Ctr
All Season Restaurant,5238 Diamond Hts Blvd,Harbor Villa Restaurant,lMCEPzboR8E1Rw-v2ZjCSA,$$,3,476,Dim Sum,FALSE,5238 Diamond Heights Blvd
Broadway Dim Sum Cafe,684 Broadway St,Broadway Chinese Seafood,JAC3_9kPdF0TFVBt3gYQVA,$$,3,104,Dim Sum,FALSE,83-17 Broadway
Paragon Restaurant & Bar,701 2nd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Inner Circle Entertnmnt Ii Inc,420 Mason St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Ruby Skye,420 Mason St,Ruby Skye,CcmzMKBB7-47kjevbnNuIA,$$$$,2.5,4,Nightlife,FALSE,464 Monterey Ave
G And R Market,2601 Sutter St,Gr Market & Deli,IzWu4dCs_cIZcqvHxGwO9A,$$,3.5,6,Grocery,FALSE,2601 Sutter St
Fly,762 Divisadero St,Fly Bar,8MMhiZdt1QD4r8os_hKEvg,$$,4,748,Bars,FALSE,762 Divisadero St
Chaya Brasserie,132 The Embarcadero,The House,ZoZjbOYR-apY8XvommlNUA,$$$,4.5,4798,Asian Fusion,FALSE,1230 Grant Ave
Hawaiian Drive Inn #28,4827 Mission St,Hawaiian Drive Inn,yEn0YT1wMC6hR7CVRX956w,$,4,360,Hawaiian,FALSE,4827 Mission St
Hanuri Korean Barbeque Restaur,4217 Geary Blvd,Muguboka Restaurant,8oAsGZNNLvIW3CvLcFUPMw,$$,4,764,Korean,FALSE,401 Balboa St
Lovejoy's Tea Room & Antiques,1351 Church St,Lovejoy's Attic,YN_Fm4paIod5jpnaAXATtQ,$$,4.5,46,Tea Rooms,FALSE,1351 Church St
Lovejoy's Attic,1350 Church St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Hahn's Hibachi Restaurant,1305 Castro St,Hahn's Hibachi,ocWOWedEZg4k8ffZzGDIEA,$$,4,205,Korean,FALSE,535 Irving St
Paradise Pizza Llc,393 West Portal Ave,Mountain Mike's Pizza,dDTVssWUNsBSFxZP3ZFkng,$$,3,121,Pizza,FALSE,2100 4th Street
Tiki Go Go,3235 3rd St,Tiki Go Go Personal Chef Service,aosUt4l6IfIUtMH5reSY1Q,No record in Yelp,4,3,Personal Chefs,FALSE,"San Francisco, CA 94124"
Wali Bakery & Cafe Inc,1249 Stockton St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Zapata Mexican Grill,4150 18th St,Padrecito,2nXYpojLdnIWkFW-Xe7B2A,$$,4,910,Mexican,FALSE,901 Cole St
